class,section,head,head_name,pos,term
CLASS VI,SECTION V.,#1000.,Temple,adjective,tumultuary: violence Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,excitability Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,tumultuation: agitation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tumultuous: violence Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,tumulus: interment N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tun: receptacle N
CLASS VI,SECTION V.,#1000.,Temple,adjective,size N
CLASS VI,SECTION V.,#1000.,Temple,adjective,drunkenness N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuna: animal N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tunable: melody concord Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,tund: punishment V
CLASS VI,SECTION V.,#1000.,Temple,adjective,tune: melody concord V
CLASS VI,SECTION V.,#1000.,Temple,adjective,music N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuneful nine: musician N
CLASS VI,SECTION V.,#1000.,Temple,adjective,poetry N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuneful quire: musician N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuneful: poetry Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,melody concord Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuneless: discord Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,tungsten bulb: luminary N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tunic: clothing N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tunicle: canonicals N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuning fork: resonance N
CLASS VI,SECTION V.,#1000.,Temple,adjective,musical instruments N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tuning: resonance N
CLASS VI,SECTION V.,#1000.,Temple,adjective,preparation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,Tunker: heterodoxy N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tunnage: size N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tunnel: concavity V
CLASS VI,SECTION V.,#1000.,Temple,adjective,method N
CLASS VI,SECTION V.,#1000.,Temple,adjective,conduit N
CLASS VI,SECTION V.,#1000.,Temple,adjective,opening N
CLASS VI,SECTION V.,#1000.,Temple,adjective,opening V
CLASS VI,SECTION V.,#1000.,Temple,adjective,tup: animal N
CLASS VI,SECTION V.,#1000.,Temple,adjective,man N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turban: clothing N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbary: vegetable N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbid: uncleanness Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,opacity Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbidity 426a Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbidity: turbidity 426a N
CLASS VI,SECTION V.,#1000.,Temple,adjective,semitransparency N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbinated: convolution Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbination: rotation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbine: propulsion N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbiniform: convolution Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbojet: ship N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbulence: violence N
CLASS VI,SECTION V.,#1000.,Temple,adjective,agitation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,excitability N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turbulent: violence Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,excitability Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,Turcism: heterodoxy N
CLASS VI,SECTION V.,#1000.,Temple,adjective,tureen: receptacle N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turf: plain N
CLASS VI,SECTION V.,#1000.,Temple,adjective,vegetable N
CLASS VI,SECTION V.,#1000.,Temple,adjective,fuel N
CLASS VI,SECTION V.,#1000.,Temple,adjective,contention N
CLASS VI,SECTION V.,#1000.,Temple,adjective,arena N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turf-like: vegetable Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turfman: amusement N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turfy: vegetable Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turgescence: expansion N
CLASS VI,SECTION V.,#1000.,Temple,adjective,ornament N
CLASS VI,SECTION V.,#1000.,Temple,adjective,redundancy N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turgescent: ornament Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turgid: inelegance Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,redundancy Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,expansion Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,ostentation Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,ornament Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,turgidity: size N
CLASS VI,SECTION V.,#1000.,Temple,adjective,expansion N
CLASS VI,SECTION V.,#1000.,Temple,adjective,ornament N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turgidness: expansion N
CLASS VI,SECTION V.,#1000.,Temple,adjective,Turk: marriage N
CLASS VI,SECTION V.,#1000.,Temple,adjective,Turkish bath: furnace N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turlupinade: wit N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turmeric paper: experiment N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turmeric: condiment N
CLASS VI,SECTION V.,#1000.,Temple,adjective,bitterness 392b N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turmoil: disorder N
CLASS VI,SECTION V.,#1000.,Temple,adjective,violence N
CLASS VI,SECTION V.,#1000.,Temple,adjective,agitation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a cold shoulder upon: contempt V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a corner: deviation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,success V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a deaf ear to: deafness V
CLASS VI,SECTION V.,#1000.,Temple,adjective,inattention V
CLASS VI,SECTION V.,#1000.,Temple,adjective,neglect V
CLASS VI,SECTION V.,#1000.,Temple,adjective,incredulity V
CLASS VI,SECTION V.,#1000.,Temple,adjective,refusal V
CLASS VI,SECTION V.,#1000.,Temple,adjective,insensibility V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a penny: acquisition V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a pirouette: tergiversation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a quick profit: acquisition V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn a willing ear: willingness V
CLASS VI,SECTION V.,#1000.,Temple,adjective,consent V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn about: inversion V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn adrift: liberation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,nonassemblage
CLASS VI,SECTION V.,#1000.,Temple,adjective,dispersion V
CLASS VI,SECTION V.,#1000.,Temple,adjective,ejection V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn an honest penny: acquisition V
CLASS VI,SECTION V.,#1000.,Temple,adjective,turn and turn about: interchange
CLASS VI,SECTION V.,#1000.,Temple,adverb,changeableness V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn and twist: convolution V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn aside: dissuasion V
CLASS VI,SECTION V.,#1000.,Temple,adverb,hindrance V
CLASS VI,SECTION V.,#1000.,Temple,adverb,inattention V
CLASS VI,SECTION V.,#1000.,Temple,adverb,deviation V
CLASS VI,SECTION V.,#1000.,Temple,adverb,change V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn away from: deviation V
CLASS VI,SECTION V.,#1000.,Temple,adverb,inattention V
CLASS VI,SECTION V.,#1000.,Temple,adverb,avoidance V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn away the eyes: blindness V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn away: relinquishment V
CLASS VI,SECTION V.,#1000.,Temple,adverb,ejection V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn back: reversion V
CLASS VI,SECTION V.,#1000.,Temple,adverb,regression V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn black in the face: feeling V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn coat: tergiversation N
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn color: feeling V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn down: fold V
CLASS VI,SECTION V.,#1000.,Temple,adverb,refusal V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn end for end: contrariety V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn for: skill N
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn from sin: penitence V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn in an alarm: alarm V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn in the alarm: alarm V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn inside out: contrariety V
CLASS VI,SECTION V.,#1000.,Temple,adverb,disclosure V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn into money: sale V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn into ridicule: ridicule V
CLASS VI,SECTION V.,#1000.,Temple,adverb,disrespect V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn into: conversion V
CLASS VI,SECTION V.,#1000.,Temple,adverb,interpretation V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn King's evidence: disclosure V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn of expression: phrase N
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn of the cards: chance N
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn of the table: chance N
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn of the tide: summit N
CLASS VI,SECTION V.,#1000.,Temple,adverb,inversion N
CLASS VI,SECTION V.,#1000.,Temple,adverb,reversion N
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn off the lights: darkness V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn off: moderation V
CLASS VI,SECTION V.,#1000.,Temple,adverb,ejection V
CLASS VI,SECTION V.,#1000.,Temple,adverb,abrogation V
CLASS VI,SECTION V.,#1000.,Temple,adverb,punishment V
CLASS VI,SECTION V.,#1000.,Temple,adverb,cessation V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn on one's heel: circuition V
CLASS VI,SECTION V.,#1000.,Temple,adverb,discourtesy V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn on the screw: compulsion V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn on the tap: ejection V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn on: violence V
CLASS VI,SECTION V.,#1000.,Temple,adverb,turn one's attention from: inattention
CLASS VI,SECTION V.,#1000.,Temple,verb,turn one's back upon: inattention V
CLASS VI,SECTION V.,#1000.,Temple,verb,repulsion V
CLASS VI,SECTION V.,#1000.,Temple,verb,opposition V
CLASS VI,SECTION V.,#1000.,Temple,verb,refusal V
CLASS VI,SECTION V.,#1000.,Temple,verb,seclusion
CLASS VI,SECTION V.,#1000.,Temple,verb,exclusion V
CLASS VI,SECTION V.,#1000.,Temple,verb,discourtesy V
CLASS VI,SECTION V.,#1000.,Temple,verb,disrespect V
CLASS VI,SECTION V.,#1000.,Temple,verb,contempt V
CLASS VI,SECTION V.,#1000.,Temple,verb,regression V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn one's back: avoidance V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn one's hand to: business V
CLASS VI,SECTION V.,#1000.,Temple,verb,undertaking V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn one's head: insanity V
CLASS VI,SECTION V.,#1000.,Temple,verb,vanity V
CLASS VI,SECTION V.,#1000.,Temple,verb,excitation V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn one's heel: avoidance V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn one's stomach: dislike V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out ill: failure V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out neck and crop: ejection V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out neck and heels: ejection V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out of doors: ejection V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out the lights: darkness V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out well: success V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn out: resistance V
CLASS VI,SECTION V.,#1000.,Temple,verb,ostentation N
CLASS VI,SECTION V.,#1000.,Temple,verb,resistance N
CLASS VI,SECTION V.,#1000.,Temple,verb,eventuality V
CLASS VI,SECTION V.,#1000.,Temple,verb,ejection V
CLASS VI,SECTION V.,#1000.,Temple,verb,exteriority V
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn over a new leaf: penitence V
CLASS VI,SECTION V.,#1000.,Temple,verb,improvement V
CLASS VI,SECTION V.,#1000.,Temple,verb,change V
CLASS VI,SECTION V.,#1000.,Temple,verb,tergiversation V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn over in the mind: thought V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn over the leaves: attention V
CLASS VI,SECTION V.,#1000.,Temple,verb,learning V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn over to: transference V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn over: inversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,giving V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn pale: achromatism V
CLASS VI,SECTION V.,#1000.,Temple,verb,feeling V
CLASS VI,SECTION V.,#1000.,Temple,verb,fear V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn red: feeling V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn restive: disobedience V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn round: regression V
CLASS VI,SECTION V.,#1000.,Temple,verb,rotation V
CLASS VI,SECTION V.,#1000.,Temple,verb,tergiversation V
CLASS VI,SECTION V.,#1000.,Temple,verb,inversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn sour: sourness V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn tail: regression V
CLASS VI,SECTION V.,#1000.,Temple,verb,avoidance V
CLASS VI,SECTION V.,#1000.,Temple,verb,cowardice V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the attention to: attention V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the brain: insanity V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the corner: change V
CLASS VI,SECTION V.,#1000.,Temple,verb,improvement V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the eye to: attention V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the eyes on: vision V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the head: motive V
CLASS VI,SECTION V.,#1000.,Temple,verb,wonder V
CLASS VI,SECTION V.,#1000.,Temple,verb,love V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the mind to: attention V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the other cheek: submission V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the scale: superiority V
CLASS VI,SECTION V.,#1000.,Temple,verb,motive V
CLASS VI,SECTION V.,#1000.,Temple,verb,counter evidence V
CLASS VI,SECTION V.,#1000.,Temple,verb,influence V
CLASS VI,SECTION V.,#1000.,Temple,verb,cause V
CLASS VI,SECTION V.,#1000.,Temple,verb,change V
CLASS VI,SECTION V.,#1000.,Temple,verb,inequality V
CLASS VI,SECTION V.,#1000.,Temple,verb,reversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the stomach: unsavoriness V
CLASS VI,SECTION V.,#1000.,Temple,verb,painfulness V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the tables upon: retaliation V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the tables: contrariety V
CLASS VI,SECTION V.,#1000.,Temple,verb,inversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,counter evidence V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn the tide: reversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn tippet: tergiversation N
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to account: acquisition V
CLASS VI,SECTION V.,#1000.,Temple,verb,success V
CLASS VI,SECTION V.,#1000.,Temple,verb,use V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to best account: improvement V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to dust: inorganization V
CLASS VI,SECTION V.,#1000.,Temple,verb,death V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to good account: success V
CLASS VI,SECTION V.,#1000.,Temple,verb,improvement V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to profit: acquisition V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to right account: improvement V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to the right about: inversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,deviation V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to use: use V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn to: conversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn topsy turvy: inversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn topsy-turvy: derangement V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn turtle: inversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up one's eyes: wonder V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up one's nose at: fastidiousness
CLASS VI,SECTION V.,#1000.,Temple,verb,contempt
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up one's toes: death V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up the nose at: dislike V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up the nose: disapprobation V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up trumps: success V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn up: eventuality V
CLASS VI,SECTION V.,#1000.,Temple,verb,chance V
CLASS VI,SECTION V.,#1000.,Temple,verb,visibility V
CLASS VI,SECTION V.,#1000.,Temple,verb,inexpectation V
CLASS VI,SECTION V.,#1000.,Temple,verb,vanity V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn upon one's heel: regression V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn upon: effect V
CLASS VI,SECTION V.,#1000.,Temple,verb,retaliation V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn upside down: contrariety V
CLASS VI,SECTION V.,#1000.,Temple,verb,turn: state N
CLASS VI,SECTION V.,#1000.,Temple,verb,feeling N
CLASS VI,SECTION V.,#1000.,Temple,verb,affections N
CLASS VI,SECTION V.,#1000.,Temple,verb,skill N
CLASS VI,SECTION V.,#1000.,Temple,verb,inactivity V
CLASS VI,SECTION V.,#1000.,Temple,verb,circuition V
CLASS VI,SECTION V.,#1000.,Temple,verb,circuition N
CLASS VI,SECTION V.,#1000.,Temple,verb,deviation V
CLASS VI,SECTION V.,#1000.,Temple,verb,occasion N
CLASS VI,SECTION V.,#1000.,Temple,verb,bluntness V
CLASS VI,SECTION V.,#1000.,Temple,verb,curvature V
CLASS VI,SECTION V.,#1000.,Temple,verb,curvature N
CLASS VI,SECTION V.,#1000.,Temple,verb,form N
CLASS VI,SECTION V.,#1000.,Temple,verb,tendency N
CLASS VI,SECTION V.,#1000.,Temple,verb,change V
CLASS VI,SECTION V.,#1000.,Temple,verb,change N
CLASS VI,SECTION V.,#1000.,Temple,verb,dislike N
CLASS VI,SECTION V.,#1000.,Temple,verb,regularity of recurrence N
CLASS VI,SECTION V.,#1000.,Temple,verb,journey N
CLASS VI,SECTION V.,#1000.,Temple,verb,turned of: age Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,Turnerfest: amusement N
CLASS VI,SECTION V.,#1000.,Temple,verb,turning about an axis: rotation N
CLASS VI,SECTION V.,#1000.,Temple,verb,turning aound an axis: rotation N
CLASS VI,SECTION V.,#1000.,Temple,verb,turning point: summit N
CLASS VI,SECTION V.,#1000.,Temple,verb,limit N
CLASS VI,SECTION V.,#1000.,Temple,verb,regression N
CLASS VI,SECTION V.,#1000.,Temple,verb,circumstance N
CLASS VI,SECTION V.,#1000.,Temple,verb,end N
CLASS VI,SECTION V.,#1000.,Temple,verb,occasion N
CLASS VI,SECTION V.,#1000.,Temple,verb,reversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,cause N
CLASS VI,SECTION V.,#1000.,Temple,verb,turning: circuition Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,circuition N
CLASS VI,SECTION V.,#1000.,Temple,verb,turnkey: keeper N
CLASS VI,SECTION V.,#1000.,Temple,verb,turn-out: vehicle N
CLASS VI,SECTION V.,#1000.,Temple,verb,clothing N
CLASS VI,SECTION V.,#1000.,Temple,verb,turnpike: hindrance N
CLASS VI,SECTION V.,#1000.,Temple,verb,method N
CLASS VI,SECTION V.,#1000.,Temple,verb,turnscrew: instrument N
CLASS VI,SECTION V.,#1000.,Temple,verb,turnspit: animal N
CLASS VI,SECTION V.,#1000.,Temple,verb,turnstile: hindrance N
CLASS VI,SECTION V.,#1000.,Temple,verb,turntable: rotation N
CLASS VI,SECTION V.,#1000.,Temple,verb,turpentine and beeswax: smoothness N
CLASS VI,SECTION V.,#1000.,Temple,verb,turpentine: calefaction N
CLASS VI,SECTION V.,#1000.,Temple,verb,turpitude: disrepute N
CLASS VI,SECTION V.,#1000.,Temple,verb,improbity N
CLASS VI,SECTION V.,#1000.,Temple,verb,turquois: jewelry 847a N
CLASS VI,SECTION V.,#1000.,Temple,verb,turquoise: blueness N
CLASS VI,SECTION V.,#1000.,Temple,verb,jewelry 847a N
CLASS VI,SECTION V.,#1000.,Temple,verb,turret ship: combatant N
CLASS VI,SECTION V.,#1000.,Temple,verb,turret: height N
CLASS VI,SECTION V.,#1000.,Temple,verb,turtle: savoriness N
CLASS VI,SECTION V.,#1000.,Temple,verb,turtleneck: clothing N
CLASS VI,SECTION V.,#1000.,Temple,verb,tush!: taciturnity Int
CLASS VI,SECTION V.,#1000.,Temple,verb,unimportance Int
CLASS VI,SECTION V.,#1000.,Temple,verb,silence Int
CLASS VI,SECTION V.,#1000.,Temple,verb,tusk: sharpness N
CLASS VI,SECTION V.,#1000.,Temple,verb,tussle: contention N
CLASS VI,SECTION V.,#1000.,Temple,verb,contention V
CLASS VI,SECTION V.,#1000.,Temple,verb,tut!: silence Int
CLASS VI,SECTION V.,#1000.,Temple,verb,taciturnity Int
CLASS VI,SECTION V.,#1000.,Temple,verb,unimportance Int
CLASS VI,SECTION V.,#1000.,Temple,verb,disapprobation Int
CLASS VI,SECTION V.,#1000.,Temple,verb,tutelage: teaching N
CLASS VI,SECTION V.,#1000.,Temple,verb,subjection N
CLASS VI,SECTION V.,#1000.,Temple,verb,safety N
CLASS VI,SECTION V.,#1000.,Temple,verb,learning N
CLASS VI,SECTION V.,#1000.,Temple,verb,teacher N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutelary deity: safety N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutelary genius: auxiliary N
CLASS VI,SECTION V.,#1000.,Temple,verb,Jupiter N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutelary god: safety N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutelary saint: safety N
CLASS VI,SECTION V.,#1000.,Temple,verb,friend N
CLASS VI,SECTION V.,#1000.,Temple,verb,benefactor N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutelary: safety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,tutor: physical sensibility V
CLASS VI,SECTION V.,#1000.,Temple,verb,teaching V
CLASS VI,SECTION V.,#1000.,Temple,verb,teacher N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutorage: teaching N
CLASS VI,SECTION V.,#1000.,Temple,verb,tutorship: school N
CLASS VI,SECTION V.,#1000.,Temple,verb,tuxedo coat: clothing N
CLASS VI,SECTION V.,#1000.,Temple,verb,tuyere: furnace N
CLASS VI,SECTION V.,#1000.,Temple,verb,TV image: representation N
CLASS VI,SECTION V.,#1000.,Temple,verb,twaddle: unmeaningness N
CLASS VI,SECTION V.,#1000.,Temple,verb,unmeaningness V
CLASS VI,SECTION V.,#1000.,Temple,verb,loquacity N
CLASS VI,SECTION V.,#1000.,Temple,verb,loquacity V
CLASS VI,SECTION V.,#1000.,Temple,verb,absurdity N
CLASS VI,SECTION V.,#1000.,Temple,verb,twaddling: unmeaningness Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,twang: sound N
CLASS VI,SECTION V.,#1000.,Temple,verb,stammering N
CLASS VI,SECTION V.,#1000.,Temple,verb,pungency N
CLASS VI,SECTION V.,#1000.,Temple,verb,taste V
CLASS VI,SECTION V.,#1000.,Temple,verb,taste N
CLASS VI,SECTION V.,#1000.,Temple,verb,stridor V
CLASS VI,SECTION V.,#1000.,Temple,verb,twattle: unmeaningness N
CLASS VI,SECTION V.,#1000.,Temple,verb,loquacity N
CLASS VI,SECTION V.,#1000.,Temple,verb,loquacity V
CLASS VI,SECTION V.,#1000.,Temple,verb,tweak the nose: painfulness V
CLASS VI,SECTION V.,#1000.,Temple,verb,tweak: physical pain V
CLASS VI,SECTION V.,#1000.,Temple,verb,tweedle: touch V
CLASS VI,SECTION V.,#1000.,Temple,verb,musician V
CLASS VI,SECTION V.,#1000.,Temple,verb,tweedledum and tweedledee: music N
CLASS VI,SECTION V.,#1000.,Temple,verb,tweet: ululation V
CLASS VI,SECTION V.,#1000.,Temple,verb,twelfth: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,quinquesection
CLASS VI,SECTION V.,#1000.,Temple,verb,&c Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,twelve men in a box: judge N
CLASS VI,SECTION V.,#1000.,Temple,verb,twelve: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c N
CLASS VI,SECTION V.,#1000.,Temple,verb,twentieth: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c N
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty-dollar bill: money N
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty-five: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c N
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty-four: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c N
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty-fourth: five
CLASS VI,SECTION V.,#1000.,Temple,verb,&c Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty-one: amusement N
CLASS VI,SECTION V.,#1000.,Temple,verb,twenty-twenty hindsight: untimeliness Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,judgment N
CLASS VI,SECTION V.,#1000.,Temple,verb,twice: duplication Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,twice-told tale: repetition N
CLASS VI,SECTION V.,#1000.,Temple,verb,weariness N
CLASS VI,SECTION V.,#1000.,Temple,verb,twiddle: touch V
CLASS VI,SECTION V.,#1000.,Temple,verb,twig: part N
CLASS VI,SECTION V.,#1000.,Temple,verb,twilight: evening N
