class,section,head,head_name,pos,term
CLASS IV,SECTION III.,#585.,Taciturnity,noun,silence
CLASS IV,SECTION III.,#585.,Taciturnity,noun,muteness
CLASS IV,SECTION III.,#585.,Taciturnity,noun,obmutescence
CLASS IV,SECTION III.,#585.,Taciturnity,noun,taciturnity
CLASS IV,SECTION III.,#585.,Taciturnity,noun,pauciloquy
CLASS IV,SECTION III.,#585.,Taciturnity,noun,costiveness
CLASS IV,SECTION III.,#585.,Taciturnity,noun,curtness
CLASS IV,SECTION III.,#585.,Taciturnity,noun,reserve
CLASS IV,SECTION III.,#585.,Taciturnity,noun,reticence
CLASS IV,SECTION III.,#585.,Taciturnity,noun,man of few words
CLASS IV,SECTION III.,#585.,Taciturnity,verb,be silent
CLASS IV,SECTION III.,#585.,Taciturnity,verb,keep silence
CLASS IV,SECTION III.,#585.,Taciturnity,verb,keep mum
CLASS IV,SECTION III.,#585.,Taciturnity,verb,hold one's tongue
CLASS IV,SECTION III.,#585.,Taciturnity,verb,hold one's peace
CLASS IV,SECTION III.,#585.,Taciturnity,verb,hold one's jaw
CLASS IV,SECTION III.,#585.,Taciturnity,verb,not speak
CLASS IV,SECTION III.,#585.,Taciturnity,verb,say nothing
CLASS IV,SECTION III.,#585.,Taciturnity,verb,keep one's counsel
CLASS IV,SECTION III.,#585.,Taciturnity,verb,seal the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,close the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,button the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,zipper the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,put a padlock on the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,put a padlock on the mouth
CLASS IV,SECTION III.,#585.,Taciturnity,verb,put a bridle on one's tongue
CLASS IV,SECTION III.,#585.,Taciturnity,verb,bite one's tongue
CLASS IV,SECTION III.,#585.,Taciturnity,verb,keep one's tongue between one's teeth
CLASS IV,SECTION III.,#585.,Taciturnity,verb,make no sign
CLASS IV,SECTION III.,#585.,Taciturnity,verb,not let a word escape one
CLASS IV,SECTION III.,#585.,Taciturnity,verb,keep a secret
CLASS IV,SECTION III.,#585.,Taciturnity,verb,not have a word to say
CLASS IV,SECTION III.,#585.,Taciturnity,verb,hush up
CLASS IV,SECTION III.,#585.,Taciturnity,verb,hush
CLASS IV,SECTION III.,#585.,Taciturnity,verb,lay the finger on the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,place the finger on the lips
CLASS IV,SECTION III.,#585.,Taciturnity,verb,render mute
CLASS IV,SECTION III.,#585.,Taciturnity,verb,stick in one's throat
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,silent
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,mute
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,mum
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,silent as a post
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,silent as a stone
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,silent as the grave
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,dumb
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,unconversable
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,taciturn
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,sparing of words
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,closetongued
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,costive
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,inconversable
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,curt
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,reserved
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,reticent
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,Int
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,shush!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,tush!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,silence!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,mum!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,hush!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,chut!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,hist!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,tut!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,chup!
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,mum's the word
CLASS IV,SECTION III.,#585.,Taciturnity,adjective,keep your mouth shut!
CLASS IV,SECTION III.,#585.,Taciturnity,phrase,cave quid dicis quando et cui
CLASS IV,SECTION III.,#585.,Taciturnity,phrase,volto sciolto i pensieri stretti
CLASS IV,SECTION III.,#586.,Allocution,noun,allocution
CLASS IV,SECTION III.,#586.,Allocution,noun,alloquy
CLASS IV,SECTION III.,#586.,Allocution,noun,address
CLASS IV,SECTION III.,#586.,Allocution,noun,speech
CLASS IV,SECTION III.,#586.,Allocution,noun,apostrophe
CLASS IV,SECTION III.,#586.,Allocution,noun,interpellation
CLASS IV,SECTION III.,#586.,Allocution,noun,appeal
CLASS IV,SECTION III.,#586.,Allocution,noun,invocation
CLASS IV,SECTION III.,#586.,Allocution,noun,salutation
CLASS IV,SECTION III.,#586.,Allocution,noun,word in the ear. dialogism
CLASS IV,SECTION III.,#586.,Allocution,noun,platform
CLASS IV,SECTION III.,#586.,Allocution,noun,plank
CLASS IV,SECTION III.,#586.,Allocution,noun,audience
CLASS IV,SECTION III.,#586.,Allocution,verb,speak to
CLASS IV,SECTION III.,#586.,Allocution,verb,address
CLASS IV,SECTION III.,#586.,Allocution,verb,accost
CLASS IV,SECTION III.,#586.,Allocution,verb,make up to
CLASS IV,SECTION III.,#586.,Allocution,verb,apostrophize
CLASS IV,SECTION III.,#586.,Allocution,verb,appeal to
CLASS IV,SECTION III.,#586.,Allocution,verb,invoke
CLASS IV,SECTION III.,#586.,Allocution,verb,ball
CLASS IV,SECTION III.,#586.,Allocution,verb,salute
CLASS IV,SECTION III.,#586.,Allocution,verb,"call to, halloo"
CLASS IV,SECTION III.,#586.,Allocution,verb,take aside
CLASS IV,SECTION III.,#586.,Allocution,verb,take by the button
CLASS IV,SECTION III.,#586.,Allocution,verb,talk to in private
CLASS IV,SECTION III.,#586.,Allocution,verb,lecture (make a speech)
CLASS IV,SECTION III.,#586.,Allocution,verb,Int
CLASS IV,SECTION III.,#586.,Allocution,verb,soho!
CLASS IV,SECTION III.,#586.,Allocution,verb,halloo!
CLASS IV,SECTION III.,#586.,Allocution,verb,hey!
CLASS IV,SECTION III.,#586.,Allocution,verb,hist!
CLASS IV,SECTION III.,#587.,Response,noun,see Answer
CLASS IV,SECTION III.,#588.,Conversation,noun,conversation
CLASS IV,SECTION III.,#588.,Conversation,noun,interlocution
CLASS IV,SECTION III.,#588.,Conversation,noun,collocution
CLASS IV,SECTION III.,#588.,Conversation,noun,colloquy
CLASS IV,SECTION III.,#588.,Conversation,noun,converse
CLASS IV,SECTION III.,#588.,Conversation,noun,confabulation
CLASS IV,SECTION III.,#588.,Conversation,noun,talk
CLASS IV,SECTION III.,#588.,Conversation,noun,discourse
CLASS IV,SECTION III.,#588.,Conversation,noun,verbal intercourse
CLASS IV,SECTION III.,#588.,Conversation,noun,oral communication
CLASS IV,SECTION III.,#588.,Conversation,noun,commerce
CLASS IV,SECTION III.,#588.,Conversation,noun,dialogue
CLASS IV,SECTION III.,#588.,Conversation,noun,"duologue, trialogue"
CLASS IV,SECTION III.,#588.,Conversation,noun,causerie
CLASS IV,SECTION III.,#588.,Conversation,noun,chat
CLASS IV,SECTION III.,#588.,Conversation,noun,chitchat
CLASS IV,SECTION III.,#588.,Conversation,noun,small talk
CLASS IV,SECTION III.,#588.,Conversation,noun,table talk
CLASS IV,SECTION III.,#588.,Conversation,noun,teatable talk
CLASS IV,SECTION III.,#588.,Conversation,noun,town talk
CLASS IV,SECTION III.,#588.,Conversation,noun,village talk
CLASS IV,SECTION III.,#588.,Conversation,noun,idle talk
CLASS IV,SECTION III.,#588.,Conversation,noun,tattle
CLASS IV,SECTION III.,#588.,Conversation,noun,gossip
CLASS IV,SECTION III.,#588.,Conversation,noun,tittle-tattle
CLASS IV,SECTION III.,#588.,Conversation,noun,babble
CLASS IV,SECTION III.,#588.,Conversation,noun,babblement
CLASS IV,SECTION III.,#588.,Conversation,noun,tripotage
CLASS IV,SECTION III.,#588.,Conversation,noun,cackle
CLASS IV,SECTION III.,#588.,Conversation,noun,prittle-prattle
CLASS IV,SECTION III.,#588.,Conversation,noun,cancan
CLASS IV,SECTION III.,#588.,Conversation,noun,on dit
CLASS IV,SECTION III.,#588.,Conversation,noun,talk of the town
CLASS IV,SECTION III.,#588.,Conversation,noun,talk of the village
CLASS IV,SECTION III.,#588.,Conversation,noun,conference
CLASS IV,SECTION III.,#588.,Conversation,noun,parley
CLASS IV,SECTION III.,#588.,Conversation,noun,interview
CLASS IV,SECTION III.,#588.,Conversation,noun,audience
CLASS IV,SECTION III.,#588.,Conversation,noun,pourparler
CLASS IV,SECTION III.,#588.,Conversation,noun,tete-a-tete
CLASS IV,SECTION III.,#588.,Conversation,noun,reception
CLASS IV,SECTION III.,#588.,Conversation,noun,conversazione
CLASS IV,SECTION III.,#588.,Conversation,noun,congress
CLASS IV,SECTION III.,#588.,Conversation,noun,powwow
CLASS IV,SECTION III.,#588.,Conversation,noun,hall of audience
CLASS IV,SECTION III.,#588.,Conversation,noun,durbar
CLASS IV,SECTION III.,#588.,Conversation,noun,palaver
CLASS IV,SECTION III.,#588.,Conversation,noun,debate
CLASS IV,SECTION III.,#588.,Conversation,noun,logomachy
CLASS IV,SECTION III.,#588.,Conversation,noun,war of words
CLASS IV,SECTION III.,#588.,Conversation,noun,gossip
CLASS IV,SECTION III.,#588.,Conversation,noun,tattler
CLASS IV,SECTION III.,#588.,Conversation,noun,Paul Pry
CLASS IV,SECTION III.,#588.,Conversation,noun,tabby
CLASS IV,SECTION III.,#588.,Conversation,noun,chatterer
CLASS IV,SECTION III.,#588.,Conversation,noun,interlocutor
CLASS IV,SECTION III.,#588.,Conversation,noun,conversationist
CLASS IV,SECTION III.,#588.,Conversation,noun,dialogist
CLASS IV,SECTION III.,#588.,Conversation,noun,"the feast of reason and the flow of soul"""
CLASS IV,SECTION III.,#588.,Conversation,noun,mollia tempora fandi
CLASS IV,SECTION III.,#588.,Conversation,verb,talk together
CLASS IV,SECTION III.,#588.,Conversation,verb,converse
CLASS IV,SECTION III.,#588.,Conversation,verb,confabulate
CLASS IV,SECTION III.,#588.,Conversation,verb,hold on a conversation
CLASS IV,SECTION III.,#588.,Conversation,verb,carry on a conversation
CLASS IV,SECTION III.,#588.,Conversation,verb,join in a conversation
CLASS IV,SECTION III.,#588.,Conversation,verb,engage in a conversation
CLASS IV,SECTION III.,#588.,Conversation,verb,put in a word
CLASS IV,SECTION III.,#588.,Conversation,verb,shine in conversation
CLASS IV,SECTION III.,#588.,Conversation,verb,bandy words
CLASS IV,SECTION III.,#588.,Conversation,verb,parley
CLASS IV,SECTION III.,#588.,Conversation,verb,palaver
CLASS IV,SECTION III.,#588.,Conversation,verb,chat
CLASS IV,SECTION III.,#588.,Conversation,verb,gossip
CLASS IV,SECTION III.,#588.,Conversation,verb,tattle
CLASS IV,SECTION III.,#588.,Conversation,verb,prate
CLASS IV,SECTION III.,#588.,Conversation,verb,powwow
CLASS IV,SECTION III.,#588.,Conversation,verb,discourse with
CLASS IV,SECTION III.,#588.,Conversation,verb,confer with
CLASS IV,SECTION III.,#588.,Conversation,verb,commune with
CLASS IV,SECTION III.,#588.,Conversation,verb,commerce with
CLASS IV,SECTION III.,#588.,Conversation,verb,hold converse
CLASS IV,SECTION III.,#588.,Conversation,verb,hold conference
CLASS IV,SECTION III.,#588.,Conversation,verb,hold intercourse
CLASS IV,SECTION III.,#588.,Conversation,verb,talk it over
CLASS IV,SECTION III.,#588.,Conversation,verb,be closeted with
CLASS IV,SECTION III.,#588.,Conversation,verb,talk with one in private
CLASS IV,SECTION III.,#588.,Conversation,verb,tete-a-tete
CLASS IV,SECTION III.,#588.,Conversation,adjective,conversing
CLASS IV,SECTION III.,#588.,Conversation,adjective,interlocutory
CLASS IV,SECTION III.,#588.,Conversation,adjective,conversational
CLASS IV,SECTION III.,#588.,Conversation,adjective,conversable
CLASS IV,SECTION III.,#588.,Conversation,adjective,discursive
CLASS IV,SECTION III.,#588.,Conversation,adjective,discoursive
CLASS IV,SECTION III.,#588.,Conversation,adjective,chatty
CLASS IV,SECTION III.,#588.,Conversation,adjective,colloquial
CLASS IV,SECTION III.,#588.,Conversation,phrase,"with thee conversing I forget all time"""
CLASS IV,SECTION III.,#589.,Soliloquy,noun,soliloquy
CLASS IV,SECTION III.,#589.,Soliloquy,noun,monologue
CLASS IV,SECTION III.,#589.,Soliloquy,noun,apostrophe
CLASS IV,SECTION III.,#589.,Soliloquy,noun,monology
CLASS IV,SECTION III.,#589.,Soliloquy,verb,Soliloquize
CLASS IV,SECTION III.,#589.,Soliloquy,verb,say to oneself
CLASS IV,SECTION III.,#589.,Soliloquy,verb,talk to oneself
CLASS IV,SECTION III.,#589.,Soliloquy,verb,say aside
CLASS IV,SECTION III.,#589.,Soliloquy,verb,"think aloud, apostrophize"
CLASS IV,SECTION III.,#589.,Soliloquy,adjective,soliloquizing
CLASS IV,SECTION III.,#589.,Soliloquy,adverb,aside
CLASS IV,SECTION III.,#589.,Soliloquy,adverb,Written Language
CLASS IV,SECTION III.,#590.,Writing,noun,writing
CLASS IV,SECTION III.,#590.,Writing,noun,chirography
CLASS IV,SECTION III.,#590.,Writing,noun,stelography
CLASS IV,SECTION III.,#590.,Writing,noun,cerography
CLASS IV,SECTION III.,#590.,Writing,noun,penmanship
CLASS IV,SECTION III.,#590.,Writing,noun,craftmanship
CLASS IV,SECTION III.,#590.,Writing,noun,quill driving
CLASS IV,SECTION III.,#590.,Writing,noun,typewriting
CLASS IV,SECTION III.,#590.,Writing,noun,writing
CLASS IV,SECTION III.,#590.,Writing,noun,"manuscript, MS"
CLASS IV,SECTION III.,#590.,Writing,noun,literae scriptae
CLASS IV,SECTION III.,#590.,Writing,noun,these presents
CLASS IV,SECTION III.,#590.,Writing,noun,stroke of the pen
CLASS IV,SECTION III.,#590.,Writing,noun,dash of the pen
CLASS IV,SECTION III.,#590.,Writing,noun,coupe de plume
CLASS IV,SECTION III.,#590.,Writing,noun,line
CLASS IV,SECTION III.,#590.,Writing,noun,headline
CLASS IV,SECTION III.,#590.,Writing,noun,pen and ink
CLASS IV,SECTION III.,#590.,Writing,noun,letter
CLASS IV,SECTION III.,#590.,Writing,noun,uncial writing
CLASS IV,SECTION III.,#590.,Writing,noun,cuneiform character
CLASS IV,SECTION III.,#590.,Writing,noun,arrowhead
CLASS IV,SECTION III.,#590.,Writing,noun,Ogham
CLASS IV,SECTION III.,#590.,Writing,noun,Runes
CLASS IV,SECTION III.,#590.,Writing,noun,hieroglyphic
CLASS IV,SECTION III.,#590.,Writing,noun,contraction
CLASS IV,SECTION III.,#590.,Writing,noun,Brahmi
CLASS IV,SECTION III.,#590.,Writing,noun,Devanagari
CLASS IV,SECTION III.,#590.,Writing,noun,Nagari
CLASS IV,SECTION III.,#590.,Writing,noun,script
CLASS IV,SECTION III.,#590.,Writing,noun,shorthand
CLASS IV,SECTION III.,#590.,Writing,noun,stenography
CLASS IV,SECTION III.,#590.,Writing,noun,brachygraphy
CLASS IV,SECTION III.,#590.,Writing,noun,tachygraphy
CLASS IV,SECTION III.,#590.,Writing,noun,secret writing
CLASS IV,SECTION III.,#590.,Writing,noun,writing in cipher
CLASS IV,SECTION III.,#590.,Writing,noun,cryptography
CLASS IV,SECTION III.,#590.,Writing,noun,stenography
CLASS IV,SECTION III.,#590.,Writing,noun,phonography
CLASS IV,SECTION III.,#590.,Writing,noun,pasigraphy
CLASS IV,SECTION III.,#590.,Writing,noun,Polygraphy
CLASS IV,SECTION III.,#590.,Writing,noun,logography
CLASS IV,SECTION III.,#590.,Writing,noun,copy
CLASS IV,SECTION III.,#590.,Writing,noun,transcript
CLASS IV,SECTION III.,#590.,Writing,noun,rescript
CLASS IV,SECTION III.,#590.,Writing,noun,rough copy
CLASS IV,SECTION III.,#590.,Writing,noun,fair copy
CLASS IV,SECTION III.,#590.,Writing,noun,handwriting
CLASS IV,SECTION III.,#590.,Writing,noun,signature
CLASS IV,SECTION III.,#590.,Writing,noun,sign manual
CLASS IV,SECTION III.,#590.,Writing,noun,autograph
CLASS IV,SECTION III.,#590.,Writing,noun,monograph
CLASS IV,SECTION III.,#590.,Writing,noun,holograph
CLASS IV,SECTION III.,#590.,Writing,noun,"hand, fist"
CLASS IV,SECTION III.,#590.,Writing,noun,calligraphy
CLASS IV,SECTION III.,#590.,Writing,noun,good hand
CLASS IV,SECTION III.,#590.,Writing,noun,running hand
CLASS IV,SECTION III.,#590.,Writing,noun,flowing hand
CLASS IV,SECTION III.,#590.,Writing,noun,cursive hand
CLASS IV,SECTION III.,#590.,Writing,noun,legible hand
CLASS IV,SECTION III.,#590.,Writing,noun,bold hand
CLASS IV,SECTION III.,#590.,Writing,noun,cacography
CLASS IV,SECTION III.,#590.,Writing,noun,griffonage
CLASS IV,SECTION III.,#590.,Writing,noun,barbouillage
CLASS IV,SECTION III.,#590.,Writing,noun,bad hand
CLASS IV,SECTION III.,#590.,Writing,noun,cramped hand
CLASS IV,SECTION III.,#590.,Writing,noun,crabbed hand
CLASS IV,SECTION III.,#590.,Writing,noun,illegible hand
CLASS IV,SECTION III.,#590.,Writing,noun,scribble
CLASS IV,SECTION III.,#590.,Writing,noun,pattes de mouche
CLASS IV,SECTION III.,#590.,Writing,noun,ill-formed letters
CLASS IV,SECTION III.,#590.,Writing,noun,pothooks and hangers
CLASS IV,SECTION III.,#590.,Writing,noun,stationery
CLASS IV,SECTION III.,#590.,Writing,noun,pen
CLASS IV,SECTION III.,#590.,Writing,noun,quill
CLASS IV,SECTION III.,#590.,Writing,noun,goose quill
CLASS IV,SECTION III.,#590.,Writing,noun,pencil
CLASS IV,SECTION III.,#590.,Writing,noun,style
CLASS IV,SECTION III.,#590.,Writing,noun,paper
CLASS IV,SECTION III.,#590.,Writing,noun,foolscap
CLASS IV,SECTION III.,#590.,Writing,noun,parchment
CLASS IV,SECTION III.,#590.,Writing,noun,vellum
CLASS IV,SECTION III.,#590.,Writing,noun,papyrus
CLASS IV,SECTION III.,#590.,Writing,noun,tablet
CLASS IV,SECTION III.,#590.,Writing,noun,slate
CLASS IV,SECTION III.,#590.,Writing,noun,marble
CLASS IV,SECTION III.,#590.,Writing,noun,pillar
CLASS IV,SECTION III.,#590.,Writing,noun,table
CLASS IV,SECTION III.,#590.,Writing,noun,blackboard
CLASS IV,SECTION III.,#590.,Writing,noun,ink bottle
CLASS IV,SECTION III.,#590.,Writing,noun,ink horn
CLASS IV,SECTION III.,#590.,Writing,noun,ink pot
CLASS IV,SECTION III.,#590.,Writing,noun,ink stand
CLASS IV,SECTION III.,#590.,Writing,noun,ink well
CLASS IV,SECTION III.,#590.,Writing,noun,typewriter
CLASS IV,SECTION III.,#590.,Writing,noun,transcription
CLASS IV,SECTION III.,#590.,Writing,noun,inscription
CLASS IV,SECTION III.,#590.,Writing,noun,superscription
CLASS IV,SECTION III.,#590.,Writing,noun,graphology
CLASS IV,SECTION III.,#590.,Writing,noun,composition
CLASS IV,SECTION III.,#590.,Writing,noun,authorship
CLASS IV,SECTION III.,#590.,Writing,noun,cacoethes scribendi
CLASS IV,SECTION III.,#590.,Writing,noun,graphoidea
CLASS IV,SECTION III.,#590.,Writing,noun,graphomania
CLASS IV,SECTION III.,#590.,Writing,noun,phrenoia
CLASS IV,SECTION III.,#590.,Writing,noun,writer
CLASS IV,SECTION III.,#590.,Writing,noun,scribe
CLASS IV,SECTION III.,#590.,Writing,noun,amanuensis
CLASS IV,SECTION III.,#590.,Writing,noun,scrivener
CLASS IV,SECTION III.,#590.,Writing,noun,secretary
CLASS IV,SECTION III.,#590.,Writing,noun,clerk
CLASS IV,SECTION III.,#590.,Writing,noun,penman
CLASS IV,SECTION III.,#590.,Writing,noun,copyist
CLASS IV,SECTION III.,#590.,Writing,noun,transcriber
CLASS IV,SECTION III.,#590.,Writing,noun,quill driver
CLASS IV,SECTION III.,#590.,Writing,noun,stenographer
CLASS IV,SECTION III.,#590.,Writing,noun,typewriter
CLASS IV,SECTION III.,#590.,Writing,noun,typist
CLASS IV,SECTION III.,#590.,Writing,noun,writer for the press
CLASS IV,SECTION III.,#590.,Writing,verb,write
CLASS IV,SECTION III.,#590.,Writing,verb,pen
CLASS IV,SECTION III.,#590.,Writing,verb,copy
CLASS IV,SECTION III.,#590.,Writing,verb,engross
CLASS IV,SECTION III.,#590.,Writing,verb,write out
CLASS IV,SECTION III.,#590.,Writing,verb,write out fair
CLASS IV,SECTION III.,#590.,Writing,verb,transcribe
CLASS IV,SECTION III.,#590.,Writing,verb,scribble
CLASS IV,SECTION III.,#590.,Writing,verb,scrawl
CLASS IV,SECTION III.,#590.,Writing,verb,scrabble
CLASS IV,SECTION III.,#590.,Writing,verb,scratch
CLASS IV,SECTION III.,#590.,Writing,verb,interline
CLASS IV,SECTION III.,#590.,Writing,verb,stain paper
CLASS IV,SECTION III.,#590.,Writing,verb,write down
CLASS IV,SECTION III.,#590.,Writing,verb,sign
CLASS IV,SECTION III.,#590.,Writing,verb,enface
CLASS IV,SECTION III.,#590.,Writing,verb,compose
CLASS IV,SECTION III.,#590.,Writing,verb,indite
CLASS IV,SECTION III.,#590.,Writing,verb,draw up
CLASS IV,SECTION III.,#590.,Writing,verb,draft
CLASS IV,SECTION III.,#590.,Writing,verb,formulate
CLASS IV,SECTION III.,#590.,Writing,verb,dictate
CLASS IV,SECTION III.,#590.,Writing,verb,inscribe
CLASS IV,SECTION III.,#590.,Writing,verb,throw on paper
CLASS IV,SECTION III.,#590.,Writing,verb,dash off
CLASS IV,SECTION III.,#590.,Writing,verb,manifold
CLASS IV,SECTION III.,#590.,Writing,verb,take up the pen
CLASS IV,SECTION III.,#590.,Writing,verb,take pen in hand
CLASS IV,SECTION III.,#590.,Writing,verb,shed ink
CLASS IV,SECTION III.,#590.,Writing,verb,spill ink
CLASS IV,SECTION III.,#590.,Writing,verb,dip one's pen in ink
CLASS IV,SECTION III.,#590.,Writing,adjective,writing
CLASS IV,SECTION III.,#590.,Writing,adjective,written
CLASS IV,SECTION III.,#590.,Writing,adjective,in writing
CLASS IV,SECTION III.,#590.,Writing,adjective,in black and white
CLASS IV,SECTION III.,#590.,Writing,adjective,under one's hand
CLASS IV,SECTION III.,#590.,Writing,adjective,uncial
CLASS IV,SECTION III.,#590.,Writing,adjective,Runic
CLASS IV,SECTION III.,#590.,Writing,adjective,cuneiform
CLASS IV,SECTION III.,#590.,Writing,adjective,hieroglyphical
CLASS IV,SECTION III.,#590.,Writing,adverb,currente calamo
CLASS IV,SECTION III.,#590.,Writing,adverb,pen in hand
CLASS IV,SECTION III.,#590.,Writing,phrase,audacter et sincere
CLASS IV,SECTION III.,#590.,Writing,phrase,le style est l'homme meme
CLASS IV,SECTION III.,#590.,Writing,phrase,"nature's noblest gift - my gray goose nature's noblest gift - my gray goose quill"""
CLASS IV,SECTION III.,#590.,Writing,phrase,scribendi recte sapere et principium et scribendi recte sapere et principium et fons
CLASS IV,SECTION III.,#590.,Writing,phrase,"that mighty instrument of little men"""
CLASS IV,SECTION III.,#590.,Writing,phrase,"the pen became a clarion"""
CLASS IV,SECTION III.,#591.,Printing,noun,printing
CLASS IV,SECTION III.,#591.,Printing,noun,block printing
CLASS IV,SECTION III.,#591.,Printing,noun,type-printing
CLASS IV,SECTION III.,#591.,Printing,noun,plate printing (engraving)
CLASS IV,SECTION III.,#591.,Printing,noun,the press
CLASS IV,SECTION III.,#591.,Printing,noun,composition
CLASS IV,SECTION III.,#591.,Printing,noun,print
CLASS IV,SECTION III.,#591.,Printing,noun,letterpress
CLASS IV,SECTION III.,#591.,Printing,noun,text
CLASS IV,SECTION III.,#591.,Printing,noun,context
CLASS IV,SECTION III.,#591.,Printing,noun,note
CLASS IV,SECTION III.,#591.,Printing,noun,"page, column"
CLASS IV,SECTION III.,#591.,Printing,noun,typography
CLASS IV,SECTION III.,#591.,Printing,noun,stereotype
CLASS IV,SECTION III.,#591.,Printing,noun,electrotype
CLASS IV,SECTION III.,#591.,Printing,noun,aprotype
CLASS IV,SECTION III.,#591.,Printing,noun,type
CLASS IV,SECTION III.,#591.,Printing,noun,black letter
CLASS IV,SECTION III.,#591.,Printing,noun,font
CLASS IV,SECTION III.,#591.,Printing,noun,fount
CLASS IV,SECTION III.,#591.,Printing,noun,pi
CLASS IV,SECTION III.,#591.,Printing,noun,pie
CLASS IV,SECTION III.,#591.,Printing,noun,capitals
CLASS IV,SECTION III.,#591.,Printing,noun,brevier
CLASS IV,SECTION III.,#591.,Printing,noun,bourgeois
CLASS IV,SECTION III.,#591.,Printing,noun,pica boldface
CLASS IV,SECTION III.,#591.,Printing,noun,"capitals, caps"
CLASS IV,SECTION III.,#591.,Printing,noun,catchword
CLASS IV,SECTION III.,#591.,Printing,noun,composing-frame
CLASS IV,SECTION III.,#591.,Printing,noun,composing room
CLASS IV,SECTION III.,#591.,Printing,noun,composing rule
CLASS IV,SECTION III.,#591.,Printing,noun,composing stand
CLASS IV,SECTION III.,#591.,Printing,noun,composing stick
CLASS IV,SECTION III.,#591.,Printing,noun,italics
CLASS IV,SECTION III.,#591.,Printing,noun,justification
CLASS IV,SECTION III.,#591.,Printing,noun,linotype
CLASS IV,SECTION III.,#591.,Printing,noun,live matter
CLASS IV,SECTION III.,#591.,Printing,noun,logotype
CLASS IV,SECTION III.,#591.,Printing,noun,lower case
CLASS IV,SECTION III.,#591.,Printing,noun,upper case
CLASS IV,SECTION III.,#591.,Printing,noun,make-up
CLASS IV,SECTION III.,#591.,Printing,noun,matrix
CLASS IV,SECTION III.,#591.,Printing,noun,matter
CLASS IV,SECTION III.,#591.,Printing,noun,monotype
CLASS IV,SECTION III.,#591.,Printing,noun,/ point
CLASS IV,SECTION III.,#591.,Printing,noun,point
CLASS IV,SECTION III.,#591.,Printing,noun,/ point
CLASS IV,SECTION III.,#591.,Printing,noun,point
CLASS IV,SECTION III.,#591.,Printing,noun,point
CLASS IV,SECTION III.,#591.,Printing,noun,point
CLASS IV,SECTION III.,#591.,Printing,noun,press room
CLASS IV,SECTION III.,#591.,Printing,noun,press work
CLASS IV,SECTION III.,#591.,Printing,noun,reglet
CLASS IV,SECTION III.,#591.,Printing,noun,roman
CLASS IV,SECTION III.,#591.,Printing,noun,running head
CLASS IV,SECTION III.,#591.,Printing,noun,running title
CLASS IV,SECTION III.,#591.,Printing,noun,scale
CLASS IV,SECTION III.,#591.,Printing,noun,serif
CLASS IV,SECTION III.,#591.,Printing,noun,shank
CLASS IV,SECTION III.,#591.,Printing,noun,sheet work
CLASS IV,SECTION III.,#591.,Printing,noun,shoulder
CLASS IV,SECTION III.,#591.,Printing,noun,signature
CLASS IV,SECTION III.,#591.,Printing,noun,"slug, underlay"
CLASS IV,SECTION III.,#591.,Printing,noun,folio
CLASS IV,SECTION III.,#591.,Printing,noun,copy
CLASS IV,SECTION III.,#591.,Printing,noun,impression
CLASS IV,SECTION III.,#591.,Printing,noun,pull
CLASS IV,SECTION III.,#591.,Printing,noun,proof
CLASS IV,SECTION III.,#591.,Printing,noun,revise
CLASS IV,SECTION III.,#591.,Printing,noun,author's proof
CLASS IV,SECTION III.,#591.,Printing,noun,galley proof
CLASS IV,SECTION III.,#591.,Printing,noun,press proof
CLASS IV,SECTION III.,#591.,Printing,noun,press revise
CLASS IV,SECTION III.,#591.,Printing,noun,printer
